essay_id,depth_mean,depth_max,depth_list,breadth_mean,breadth_max,breadth_list,total_nodes_mean,total_nodes_max,total_nodes_list,max_branching_factor_mean,max_branching_factor_max,max_branching_factor_list,CEFR
AR_gpt-4o_19_158_3157,10.733333333333333,16,"15,11,6,6,16,7,11,15,11,12,13,8,8,16,6",4.533333333333333,7,"4,5,5,6,3,4,5,5,7,3,6,3,5,4,3",22.8,38,"29,24,15,14,22,19,17,38,31,21,36,15,18,29,14",4.4,7,"3,5,5,6,3,3,5,5,7,3,6,3,5,4,3",C2
AR_gpt-4o_19_158_3158,10.666666666666666,20,"9,20,8,9,13,6,13,10,14,10,6,13,8,11,10",4.6,7,"6,5,5,5,4,5,3,5,4,5,7,3,3,5,4",24.0,35,"25,35,26,24,25,17,21,25,27,26,17,27,19,30,16",4.466666666666667,7,"6,5,5,5,4,5,3,5,4,4,7,3,3,5,3",C2
AR_gpt-4o_19_158_3159,11.5,20,"9,9,10,11,16,8,20,8,13,14,11,8,12,12",4.214285714285714,6,"5,5,4,3,3,4,4,4,6,4,3,5,4,5",23.714285714285715,40,"26,19,14,18,30,16,40,19,32,33,18,19,22,26",4.142857142857143,6,"5,5,4,3,3,4,3,4,6,4,3,5,4,5",C2
AR_gpt-4o_19_158_3160,11.642857142857142,19,"19,11,8,14,12,15,6,14,10,14,10,6,15,9",5.0,8,"5,6,5,4,3,5,4,7,4,5,5,5,8,4",23.0,32,"31,23,14,27,20,32,14,28,25,24,24,15,30,15",4.714285714285714,7,"5,4,5,3,3,5,4,7,4,5,5,5,7,4",C2
AR_gpt-4o_1_149_2961,11.76923076923077,16,"14,11,7,15,12,13,13,10,16,12,7,9,14",4.769230769230769,7,"5,5,4,5,6,4,6,3,5,5,3,4,7",25.0,35,"32,20,19,35,26,31,24,14,29,28,14,21,32",4.6923076923076925,7,"5,5,4,5,6,4,6,2,5,5,3,4,7",C1
AR_gpt-4o_1_149_2962,10.1875,15,"9,12,11,7,6,11,7,12,15,7,14,10,11,13,10,8",4.3125,7,"4,3,4,3,7,4,4,5,4,4,4,6,3,5,4,5",23.0625,33,"23,19,27,16,21,16,15,26,33,19,33,26,22,26,23,24",4.125,7,"4,3,3,3,7,4,3,5,4,4,3,6,3,5,4,5",C1
AR_gpt-4o_1_149_2963,9.0,12,"12,9,8,7,10,10,10,8,8,11,8,8,8,7,9,12,11,8,7,6,12",4.333333333333333,7,"4,4,5,5,4,5,3,3,4,2,5,6,3,4,5,4,4,6,4,4,7",20.38095238095238,39,"24,22,23,20,16,18,16,16,21,16,22,17,15,18,26,19,25,24,17,14,39",4.0,6,"4,3,5,5,4,5,2,3,4,2,4,6,2,4,5,4,4,6,4,3,5",C1
AR_gpt-4o_1_149_2964,12.692307692307692,24,"6,24,11,11,18,16,6,14,8,15,11,12,13",4.461538461538462,8,"4,3,6,4,4,3,7,3,3,5,3,8,5",27.076923076923077,39,"19,33,39,22,33,27,24,26,12,30,19,34,34",4.384615384615385,8,"4,3,6,4,4,3,7,3,3,4,3,8,5",C1
AR_gpt-4o_1_149_2965,9.75,14,"10,8,12,7,6,11,7,7,12,8,9,13,11,7,14,14",4.375,6,"4,4,4,4,6,6,5,4,4,4,4,3,5,5,2,6",20.0,25,"22,23,21,16,20,25,19,14,24,16,22,20,17,18,19,24",4.1875,6,"4,3,3,4,6,6,5,4,3,4,4,3,5,5,2,6",C1
AR_gpt-4o_1_149_2966,11.8125,16,"11,7,13,9,12,11,13,8,13,16,12,13,12,11,13,15",5.25,7,"5,5,4,6,6,7,4,7,4,3,5,6,5,7,4,6",27.875,38,"25,23,26,33,32,33,31,19,25,24,22,34,21,31,29,38",4.625,7,"5,3,4,6,6,4,3,7,4,3,5,6,5,5,4,4",C1
AR_gpt-4o_1_149_2967,9.785714285714286,13,"7,10,11,10,10,12,4,7,10,13,10,11,10,12",4.142857142857143,6,"4,3,5,6,3,3,4,3,3,4,4,5,6,5",20.714285714285715,31,"17,17,25,30,20,18,11,12,18,19,17,27,28,31",3.7857142857142856,6,"4,3,5,6,3,3,4,3,2,4,4,4,4,4",C1
AR_gpt-4o_1_149_2968,10.0,18,"9,16,18,7,13,6,12,9,4,7,10,11,12,9,7",4.533333333333333,6,"6,5,3,5,6,3,4,5,6,3,4,4,5,4,5",22.333333333333332,34,"29,30,22,15,34,12,23,23,14,14,23,28,31,17,20",4.333333333333333,6,"6,4,3,3,6,3,4,5,6,3,4,4,5,4,5",C1
AR_gpt-4o_1_149_2969,10.266666666666667,15,"11,10,12,11,14,8,9,11,4,8,14,7,15,10,10",4.4,7,"6,5,6,3,7,5,4,4,4,2,4,4,4,2,6",21.466666666666665,34,"32,29,26,16,34,16,19,19,11,13,27,19,23,17,21",4.266666666666667,7,"6,3,6,3,7,5,4,4,4,2,4,4,4,2,6",C1
AR_gpt-4o_1_149_2970,9.411764705882353,18,"9,9,9,8,5,13,6,7,6,13,4,9,14,18,7,12,11",5.0588235294117645,8,"7,4,5,6,4,6,7,3,3,3,4,5,7,4,8,5,5",23.470588235294116,49,"32,23,18,26,11,34,14,14,13,20,11,24,49,33,22,28,27",4.588235294117647,8,"7,3,5,5,3,4,7,3,3,3,4,4,6,3,8,5,5",C1
AR_gpt-4o_1_149_2971,10.470588235294118,17,"10,7,9,10,7,11,11,10,15,11,12,9,10,17,11,10,8",5.0588235294117645,7,"6,5,3,5,7,6,4,5,5,3,4,4,5,7,5,6,6",26.294117647058822,41,"33,23,14,28,28,34,25,23,34,19,22,24,34,41,21,28,16",4.588235294117647,7,"6,5,3,3,5,4,4,5,4,3,4,4,5,7,5,5,6",C2
AR_gpt-4o_1_149_2972,11.714285714285714,17,"12,15,11,7,14,12,10,4,10,16,15,9,17,12",4.714285714285714,6,"4,5,5,3,5,5,6,4,4,4,6,4,5,6",25.785714285714285,37,"22,30,27,13,23,23,34,11,23,28,34,22,37,34",4.357142857142857,6,"4,5,4,3,5,4,4,4,3,4,6,4,5,6",C2
AR_gpt-4o_1_149_2973,9.705882352941176,17,"7,10,11,11,7,7,8,9,8,11,9,8,10,17,4,14,14",4.176470588235294,7,"4,3,3,7,4,4,4,5,5,3,4,5,2,4,4,4,6",20.941176470588236,39,"18,16,14,29,19,17,16,18,16,20,21,24,16,34,11,28,39",4.0,7,"4,3,3,7,4,4,3,5,5,3,4,4,2,3,4,4,6",C2
AR_gpt-4o_1_149_2974,10.833333333333334,16,"13,10,7,12,11,10,11,9,13,5,10,14,6,12,16,10,14,12",4.444444444444445,8,"5,8,4,3,6,4,5,3,6,4,3,3,6,2,3,5,5,5",23.11111111111111,37,"37,34,15,19,27,14,29,15,34,13,19,25,18,15,28,18,30,26",4.277777777777778,8,"4,8,4,3,6,4,3,3,6,4,3,3,6,2,3,5,5,5",C2
AR_gpt-4o_1_149_2975,10.0,14,"11,12,13,6,7,3,7,12,12,10,10,13,10,14",5.0,9,"4,5,5,5,4,6,7,4,5,4,9,3,5,4",23.285714285714285,38,"25,22,26,14,14,10,20,27,27,25,38,27,26,25",4.928571428571429,9,"3,5,5,5,4,6,7,4,5,4,9,3,5,4",C2
AR_gpt-4o_1_149_2976,10.6,16,"10,10,8,9,9,14,10,4,10,8,12,16,14,9,16",4.466666666666667,7,"7,3,7,5,3,5,5,4,2,4,4,4,4,7,3",23.733333333333334,39,"39,16,29,23,15,30,23,11,13,13,32,24,26,33,29",4.133333333333334,7,"6,3,5,4,3,4,5,4,2,4,4,4,4,7,3",C2
AR_gpt-4o_1_149_2977,9.842105263157896,15,"11,12,10,6,6,8,8,10,13,13,8,9,9,4,10,15,9,12,14",4.578947368421052,7,"5,3,5,4,5,5,4,4,3,4,4,6,7,5,3,4,5,5,6",21.526315789473685,34,"31,18,27,15,14,18,18,20,19,21,16,27,21,12,16,34,23,28,31",4.2631578947368425,7,"4,3,4,4,5,3,4,4,3,4,4,4,7,5,3,4,5,5,6",C2
AR_gpt-4o_1_149_2978,10.1875,15,"9,10,11,13,12,10,4,10,14,6,6,9,15,10,12,12",4.5625,7,"5,5,5,5,4,4,4,4,3,5,6,2,3,7,4,7",23.4375,38,"27,25,29,32,25,20,11,21,21,15,16,10,27,28,30,38",3.875,7,"3,3,5,4,4,3,4,4,2,3,6,2,3,7,4,5",C2
AR_gpt-4o_1_149_2979,12.133333333333333,20,"13,13,8,10,8,12,14,12,10,12,13,9,13,15,20",4.666666666666667,7,"5,3,5,5,5,5,4,5,4,3,4,5,7,3,7",25.933333333333334,59,"26,25,18,21,19,36,23,32,16,20,18,17,33,26,59",4.466666666666667,7,"5,3,5,5,5,3,4,5,4,2,4,5,7,3,7",C2
AR_gpt-4o_1_149_2980,11.666666666666666,16,"15,11,11,13,13,4,11,12,15,10,9,16",4.416666666666667,6,"4,5,6,5,4,4,4,4,3,4,4,6",24.916666666666668,34,"28,34,34,26,22,11,22,27,21,20,22,32",4.083333333333333,6,"3,5,6,5,4,4,3,4,3,4,4,4",C2
AR_gpt-4o_1_150_2981,9.25,14,"10,9,5,10,10,9,9,8,8,12,8,6,7,10,13,14",5.125,7,"5,6,5,4,4,6,5,6,6,5,2,7,7,3,5,6",22.125,31,"24,31,14,19,21,24,18,24,26,28,12,23,22,18,26,24",4.8125,7,"5,5,5,4,3,6,5,6,6,4,2,7,7,3,3,6",C1
AR_gpt-4o_1_150_2982,10.0,15,"8,10,10,12,10,9,10,13,7,6,13,12,9,6,15",4.666666666666667,7,"5,5,4,3,3,6,4,3,7,6,5,3,5,6,5",22.066666666666666,31,"22,22,20,21,17,20,17,28,19,21,31,18,24,20,31",4.466666666666667,7,"4,5,3,3,3,6,3,3,7,6,5,3,5,6,5",C1
AR_gpt-4o_1_150_2983,10.416666666666666,14,"7,7,13,8,9,13,8,10,14,12,11,13",5.25,7,"5,4,5,6,5,6,4,6,5,4,6,7",26.416666666666668,34,"23,17,32,30,21,27,18,29,32,29,25,34",4.75,7,"4,4,4,6,5,6,4,3,4,4,6,7",C1
AR_gpt-4o_1_150_2984,9.5625,20,"9,7,12,10,10,9,7,9,20,8,7,10,8,7,8,12",4.5625,7,"5,5,3,5,5,5,5,4,3,4,4,2,6,5,5,7",21.0,27,"22,20,18,20,19,23,20,19,27,18,18,14,26,22,25,25",4.125,7,"5,5,3,3,5,4,5,4,2,4,4,2,3,5,5,7",C1
AR_gpt-4o_1_150_2985,8.411764705882353,13,"9,10,9,8,7,5,8,7,5,13,9,8,10,7,7,9,12",5.176470588235294,7,"5,3,3,5,6,5,7,7,5,5,5,5,6,6,7,5,3",21.941176470588236,33,"21,17,16,20,22,13,29,22,14,29,19,21,28,24,24,33,21",4.823529411764706,7,"5,3,3,5,4,5,7,7,5,5,4,4,4,6,7,5,3",C1
AR_gpt-4o_1_150_2986,11.571428571428571,15,"9,10,13,12,14,11,15,15,9,9,10,10,11,14",5.142857142857143,8,"4,5,7,5,6,5,4,7,5,4,4,5,8,3",27.071428571428573,37,"23,22,36,24,29,31,30,36,22,23,21,26,37,19",4.714285714285714,7,"3,5,5,4,6,5,4,7,5,4,4,5,6,3",C1
AR_gpt-4o_1_150_2987,9.722222222222221,15,"13,11,9,11,9,7,11,7,7,8,9,10,15,10,10,9,11,8",4.944444444444445,7,"6,5,3,5,7,5,6,5,4,4,4,4,6,5,4,7,5,4",22.444444444444443,36,"25,25,16,20,30,20,29,18,13,14,23,19,30,26,15,27,36,18",4.666666666666667,7,"6,5,3,5,5,4,6,5,4,4,4,4,6,4,4,7,5,3",C1
AR_gpt-4o_1_150_2988,8.9375,12,"11,10,10,10,7,6,7,6,10,11,6,10,7,12,12,8",4.5,6,"4,5,4,3,4,4,3,5,5,5,5,4,6,5,5,5",20.6875,31,"21,24,21,16,14,16,14,14,28,25,15,19,25,31,23,25",4.4375,6,"4,5,3,3,4,4,3,5,5,5,5,4,6,5,5,5",C1
AR_gpt-4o_1_150_2989,9.285714285714286,15,"7,12,13,8,15,11,8,8,11,12,9,5,8,8,10,8,7,12,6,8,9",5.0,9,"7,4,5,3,4,6,6,4,2,6,3,4,2,5,5,6,5,7,7,5,9",22.0,34,"22,26,25,15,34,23,25,21,15,34,16,10,11,19,23,19,17,32,21,21,33",4.619047619047619,7,"7,4,5,3,3,6,5,4,2,6,3,4,2,3,5,6,4,7,7,4,7",C1
AR_gpt-4o_1_150_2990,9.8125,14,"8,9,7,9,14,11,7,8,12,11,8,12,10,8,10,13",4.8125,7,"7,4,3,5,6,5,4,3,6,3,6,6,4,5,4,6",23.25,34,"32,22,15,24,28,30,17,14,32,20,17,27,22,17,21,34",4.5,6,"6,3,3,4,6,5,4,3,6,3,6,6,4,5,4,4",C1
AR_gpt-4o_1_150_2991,10.210526315789474,15,"12,12,8,12,13,8,10,6,10,9,8,8,9,12,15,9,9,10,14",4.7894736842105265,6,"6,4,5,4,3,6,5,5,5,5,5,4,3,6,6,6,5,3,5",24.36842105263158,34,"34,29,25,22,27,17,29,22,20,24,19,17,11,31,33,26,26,17,34",4.2105263157894735,6,"6,3,5,3,3,6,5,5,5,4,5,4,3,3,4,6,4,3,3",C2
AR_gpt-4o_1_150_2992,9.88888888888889,19,"15,19,9,7,5,13,7,7,10,8,11,4,7,8,8,15,14,11",4.555555555555555,7,"5,4,3,3,3,5,7,7,2,7,3,6,5,4,4,5,4,5",22.38888888888889,39,"39,37,18,12,11,34,20,23,14,33,18,11,18,20,18,28,26,23",4.111111111111111,7,"5,4,3,3,3,3,4,6,2,7,2,6,5,4,4,5,3,5",C2
AR_gpt-4o_1_150_2993,8.5,12,"7,12,12,9,5,7,9,7,6,12,10,11,8,8,8,9,6,11,7,6,7,7,9,11",4.666666666666667,9,"6,5,3,3,3,6,4,6,5,3,5,5,7,2,4,6,3,3,9,5,5,5,4,5",20.458333333333332,30,"25,24,22,17,9,25,23,22,13,21,29,30,24,10,19,27,11,18,25,17,15,18,22,25",4.25,9,"6,5,3,3,3,4,4,3,5,3,3,4,7,2,3,6,3,3,9,5,5,5,4,4",C2
AR_gpt-4o_1_150_2994,9.588235294117647,19,"12,5,9,7,5,7,15,10,9,14,9,8,7,7,11,9,19",4.882352941176471,8,"7,5,3,5,4,5,3,6,5,4,5,4,7,7,2,8,3",23.823529411764707,35,"35,16,14,22,11,24,27,28,26,33,20,20,25,30,17,26,31",4.764705882352941,8,"7,5,3,4,4,4,3,6,5,4,5,4,7,7,2,8,3",C2
AR_gpt-4o_1_150_2995,9.8125,18,"9,10,9,8,18,9,10,6,8,9,10,7,11,8,12,13",4.75,6,"6,4,3,3,4,5,4,4,6,6,5,4,6,6,6,4",23.0625,38,"24,26,16,14,27,22,27,12,30,22,28,16,20,19,38,28",4.375,6,"6,4,3,3,3,4,3,4,5,5,5,4,6,6,5,4",C2
AR_gpt-4o_1_150_2996,10.277777777777779,17,"13,12,9,8,9,9,8,17,12,8,12,15,7,10,7,7,12,10",4.833333333333333,6,"5,5,3,4,5,3,5,4,6,4,5,5,6,5,6,5,5,6",24.444444444444443,41,"41,24,16,23,22,19,24,29,31,18,22,26,18,22,19,22,32,32",4.611111111111111,6,"5,5,3,3,3,3,5,4,6,4,5,5,6,5,6,5,4,6",C2
AR_gpt-4o_1_150_2997,10.266666666666667,16,"11,8,7,16,10,12,10,9,13,10,9,9,11,9,10",5.0,9,"3,5,5,3,6,9,6,5,6,4,2,4,6,6,5",24.866666666666667,58,"22,21,20,23,23,58,30,24,25,19,13,16,27,26,26",4.666666666666667,6,"3,5,5,3,6,6,6,5,6,4,2,4,5,6,4",C2
AR_gpt-4o_1_150_2998,8.5625,10,"10,8,8,9,8,9,8,5,10,10,9,9,7,10,10,7",4.75,8,"6,5,5,5,4,5,5,8,2,4,3,5,4,5,4,6",21.1875,27,"26,25,21,23,21,27,20,22,11,16,22,22,21,18,20,24",4.25,6,"4,5,3,5,4,4,5,6,2,4,3,5,4,5,4,5",C2
AR_gpt-4o_1_150_2999,11.0,19,"13,12,10,19,10,11,17,8,7,6,12,14,10,7,9",4.933333333333334,8,"3,5,5,4,3,4,4,5,7,5,5,8,6,5,5",23.266666666666666,34,"21,28,19,31,15,24,30,22,26,11,19,34,28,20,21",4.6,8,"3,4,4,4,3,4,3,5,7,5,5,8,5,4,5",C2
AR_gpt-4o_1_150_3000,9.466666666666667,15,"10,14,9,7,8,9,7,8,8,7,9,15,7,10,14",4.666666666666667,6,"3,4,3,4,5,5,6,5,4,5,5,6,6,5,4",22.266666666666666,33,"19,29,17,11,24,20,24,19,16,19,24,31,20,28,33",4.466666666666667,6,"3,4,3,4,5,5,6,5,3,3,5,6,6,5,4",C2
AR_gpt-4o_1_18_341,4.882352941176471,10,"6,4,4,5,4,3,4,2,6,5,4,4,5,7,8,10,2",3.764705882352941,6,"4,3,2,5,3,4,4,3,4,3,3,5,3,4,4,6,4",9.235294117647058,20,"10,7,5,10,6,7,8,4,10,8,7,10,10,15,15,20,5",3.764705882352941,6,"4,3,2,5,3,4,4,3,4,3,3,5,3,4,4,6,4",A1
AR_gpt-4o_1_18_342,4.2631578947368425,7,"3,3,4,4,3,3,5,5,3,4,3,3,7,5,4,6,6,7,3",3.3157894736842106,5,"4,2,3,2,2,3,3,4,3,5,3,4,3,5,5,3,2,2,5",7.578947368421052,12,"6,4,6,5,4,5,8,9,6,9,6,7,12,9,11,9,9,9,10",3.263157894736842,5,"4,2,3,2,2,3,3,4,3,5,3,4,3,5,4,3,2,2,5",A1
AR_gpt-4o_1_18_343,4.538461538461538,8,"3,4,3,3,3,3,5,5,3,8,4,8,7",3.6923076923076925,5,"5,3,3,2,5,3,3,4,3,4,4,5,4",8.615384615384615,16,"8,6,5,4,9,6,9,9,5,14,9,16,12",3.6923076923076925,5,"5,3,3,2,5,3,3,4,3,4,4,5,4",A1
AR_gpt-4o_1_18_344,4.3125,7,"3,3,4,4,3,4,2,3,3,4,6,6,5,7,5,7",3.4375,5,"5,2,3,2,3,3,3,4,4,5,3,4,4,4,3,3",7.625,13,"8,4,6,5,5,6,4,6,6,9,10,11,10,10,9,13",3.4375,5,"5,2,3,2,3,3,3,4,4,5,3,4,4,4,3,3",A1
AR_gpt-4o_1_18_345,4.166666666666667,7,"6,4,3,2,3,3,5,5,6,4,4,3,3,3,7,6,4,4",3.7222222222222223,5,"4,3,3,3,4,3,5,2,4,5,3,4,3,5,4,4,4,4",8.0,13,"10,7,5,4,6,5,12,8,10,11,7,6,6,9,13,10,8,7",3.7222222222222223,5,"4,3,3,3,4,3,5,2,4,5,3,4,3,5,4,4,4,4",A1
AR_gpt-4o_1_18_346,4.916666666666667,7,"3,5,6,4,4,7,4,5,5,6,5,5",4.166666666666667,5,"5,4,4,5,3,5,4,5,4,3,4,4",9.916666666666666,14,"8,8,11,8,6,14,10,13,8,13,11,9",4.0,5,"5,4,4,5,3,5,3,5,4,2,4,4",A1
AR_gpt-4o_1_18_347,4.071428571428571,8,"3,3,4,4,5,4,3,2,4,4,3,8,5,5",3.4285714285714284,5,"5,2,3,2,3,3,3,4,3,3,4,5,4,4",7.214285714285714,15,"8,4,6,5,7,7,6,5,7,6,6,15,8,11",3.4285714285714284,5,"5,2,3,2,3,3,3,4,3,3,4,5,4,4",A1
AR_gpt-4o_1_18_348,4.375,7,"3,4,4,3,5,4,4,5,4,3,4,6,4,5,5,7",3.125,5,"5,3,2,3,2,2,3,3,3,5,3,4,4,3,2,3",7.375,11,"8,6,5,5,6,5,6,8,7,8,7,10,8,11,8,10",3.125,5,"5,3,2,3,2,2,3,3,3,5,3,4,4,3,2,3",A1
AR_gpt-4o_1_18_349,4.4375,6,"3,3,4,4,5,5,3,5,4,5,4,6,4,5,5,6",3.5,5,"4,2,3,2,4,4,4,3,5,3,3,2,4,4,5,4",7.8125,10,"8,4,6,5,9,9,6,7,9,9,7,9,9,9,9,10",3.5,5,"4,2,3,2,4,4,4,3,5,3,3,2,4,4,5,4",A1
AR_gpt-4o_1_18_350,4.076923076923077,6,"3,4,4,3,3,5,3,5,6,3,6,4,4",3.230769230769231,5,"5,3,2,3,3,4,3,3,3,3,2,4,4",7.230769230769231,10,"8,6,5,5,5,9,6,8,9,5,9,10,9",3.230769230769231,5,"5,3,2,3,3,4,3,3,3,3,2,4,4",A1
AR_gpt-4o_1_18_351,7.0,12,"6,4,5,9,8,5,8,8,9,3,8,5,5,12,12,5",4.4375,7,"4,3,4,4,6,5,3,4,3,4,6,7,5,4,3,6",14.5625,20,"10,7,11,16,19,14,14,18,14,6,20,17,12,20,20,15",4.4375,7,"4,3,4,4,6,5,3,4,3,4,6,7,5,4,3,6",A2
AR_gpt-4o_1_18_352,6.0,10,"6,4,5,4,5,8,5,9,8,6,5,10,3",4.0,6,"4,3,5,5,4,2,6,3,4,4,4,3,5",11.846153846153847,17,"10,7,13,8,11,10,16,16,12,13,11,17,10",3.923076923076923,6,"4,3,5,5,4,2,6,3,4,4,4,2,5",A2
AR_gpt-4o_1_18_353,6.153846153846154,7,"6,4,5,6,7,7,7,6,7,6,7,7,5",3.4615384615384617,5,"4,3,4,4,2,4,3,5,3,4,3,4,2",10.615384615384615,15,"10,7,12,10,9,11,13,12,11,10,10,15,8",3.3846153846153846,5,"4,3,4,4,2,4,3,5,3,4,3,3,2",A2
AR_gpt-4o_1_18_354,5.3076923076923075,7,"6,4,6,6,3,4,4,6,5,6,7,6,6",3.6923076923076925,6,"4,3,2,4,4,3,6,4,4,3,5,4,2",10.307692307692308,14,"10,7,10,12,6,9,12,14,11,10,13,11,9",3.6923076923076925,6,"4,3,2,4,4,3,6,4,4,3,5,4,2",A2
AR_gpt-4o_1_18_355,7.133333333333334,11,"6,6,7,6,7,6,5,6,6,5,9,10,8,9,11",4.866666666666666,7,"3,5,4,5,5,7,5,7,3,5,7,3,3,4,7",16.466666666666665,32,"13,13,15,17,15,16,10,19,12,15,22,12,14,22,32",4.866666666666666,7,"3,5,4,5,5,7,5,7,3,5,7,3,3,4,7",A2
AR_gpt-4o_1_18_356,8.538461538461538,16,"7,9,8,9,5,6,8,8,10,7,8,16,10",4.923076923076923,7,"3,5,5,6,6,6,7,6,4,5,4,4,3",20.153846153846153,28,"11,21,16,28,13,23,24,18,19,22,19,28,20",4.923076923076923,7,"3,5,5,6,6,6,7,6,4,5,4,4,3",A2
AR_gpt-4o_1_18_357,6.428571428571429,11,"6,6,5,5,8,6,6,5,8,5,5,8,6,11",4.142857142857143,7,"4,4,4,4,4,4,4,4,5,3,7,3,4,4",12.357142857142858,20,"10,10,12,8,16,12,9,9,16,9,16,12,14,20",4.142857142857143,7,"4,4,4,4,4,4,4,4,5,3,7,3,4,4",A2
AR_gpt-4o_1_18_358,7.375,12,"7,4,9,9,8,5,9,5,5,7,5,9,7,10,12,7",4.25,7,"3,5,3,7,3,6,5,5,4,3,5,4,4,3,3,5",15.1875,25,"11,12,15,25,12,15,21,10,11,12,12,15,16,19,20,17",4.25,7,"3,5,3,7,3,6,5,5,4,3,5,4,4,3,3,5",A2
AR_gpt-4o_1_18_359,7.416666666666667,11,"7,4,5,10,9,8,7,6,6,9,11,7",4.083333333333333,6,"3,3,6,5,3,3,5,6,3,4,4,4",14.916666666666666,21,"11,7,19,20,13,14,15,18,10,16,21,15",4.083333333333333,6,"3,3,6,5,3,3,5,6,3,4,4,4",A2
AR_gpt-4o_1_18_360,8.272727272727273,13,"7,5,13,7,11,6,8,8,10,9,7",5.636363636363637,8,"3,4,5,7,6,8,4,6,7,6,6",19.363636363636363,25,"11,11,24,24,25,24,19,17,20,20,18",5.454545454545454,8,"3,4,5,5,6,8,4,6,7,6,6",A2
AR_gpt-4o_1_1_1,3.736842105263158,6,"3,3,4,6,3,4,3,3,4,6,3,4,3,2,3,4,6,3,4",3.3684210526315788,5,"4,4,3,3,4,3,3,4,3,2,4,2,4,3,3,5,2,4,4",6.526315789473684,9,"7,6,7,8,7,7,5,7,6,7,6,5,6,4,5,9,8,6,8",3.3684210526315788,5,"4,4,3,3,4,3,3,4,3,2,4,2,4,3,3,5,2,4,4",A1
AR_gpt-4o_1_1_10,4.1875,7,"3,4,4,5,5,4,4,4,4,4,5,3,4,4,3,7",3.5,4,"4,4,3,4,3,4,3,2,4,4,2,4,4,4,3,4",7.375,13,"7,7,7,9,7,8,6,5,7,9,6,7,7,8,5,13",3.5,4,"4,4,3,4,3,4,3,2,4,4,2,4,4,4,3,4",A1
AR_gpt-4o_1_1_11,6.857142857142857,12,"3,10,6,4,6,6,6,5,12,6,5,9,10,8",4.428571428571429,6,"4,5,4,5,4,6,3,5,3,5,4,5,5,4",12.714285714285714,21,"7,20,12,10,9,14,8,11,16,14,8,17,21,11",4.428571428571429,6,"4,5,4,5,4,6,3,5,3,5,4,5,5,4",A2
AR_gpt-4o_1_1_12,6.0,12,"3,6,7,4,5,5,5,6,8,5,12",4.181818181818182,5,"4,5,2,5,3,5,3,5,5,5,4",12.0,23,"7,14,9,10,9,11,10,11,15,13,23",4.090909090909091,5,"4,5,2,5,3,5,3,5,4,5,4",A2
AR_gpt-4o_1_1_13,5.428571428571429,8,"3,8,4,6,8,4,4,4,6,4,3,7,7,8",4.214285714285714,5,"4,5,5,5,3,5,3,4,5,5,5,2,5,3",11.214285714285714,19,"7,18,12,13,13,10,6,8,13,10,8,8,19,12",4.214285714285714,5,"4,5,5,5,3,5,3,4,5,5,5,2,5,3",A2
AR_gpt-4o_1_1_14,6.384615384615385,11,"3,7,8,4,5,5,4,7,6,7,6,11,10",4.153846153846154,6,"4,3,5,4,2,6,5,5,5,3,5,4,3",12.76923076923077,20,"7,13,17,8,7,15,10,14,14,11,11,19,20",4.076923076923077,6,"4,3,4,4,2,6,5,5,5,3,5,4,3",A2
AR_gpt-4o_1_1_15,5.785714285714286,12,"3,6,12,4,4,4,4,4,5,4,5,6,12,8",4.357142857142857,6,"4,5,6,5,3,4,5,4,3,6,3,5,3,5",12.285714285714286,24,"7,14,24,10,7,9,10,7,10,13,10,14,16,21",4.214285714285714,6,"4,5,4,5,3,4,5,4,3,6,3,5,3,5",A2
AR_gpt-4o_1_1_16,6.25,10,"3,6,6,9,5,4,8,5,6,8,5,10",4.0,6,"4,5,5,2,6,4,3,5,3,3,5,3",12.583333333333334,20,"7,14,14,11,14,7,13,12,9,17,13,20",4.0,6,"4,5,5,2,6,4,3,5,3,3,5,3",A2
AR_gpt-4o_1_1_17,5.666666666666667,12,"3,6,6,4,6,5,5,5,5,5,6,12",4.25,6,"4,5,3,5,3,6,5,3,5,4,5,3",11.916666666666666,19,"7,14,10,10,9,14,12,12,11,8,17,19",4.25,6,"4,5,3,5,3,6,5,3,5,4,5,3",A2
AR_gpt-4o_1_1_18,5.625,9,"3,6,7,4,5,4,4,6,4,8,4,4,7,9,6,9",4.0625,5,"4,5,3,5,4,4,5,3,5,3,5,2,4,3,5,5",10.9375,17,"7,13,13,10,9,7,10,12,10,14,9,5,11,14,14,17",4.0625,5,"4,5,3,5,4,4,5,3,5,3,5,2,4,3,5,5",A2
AR_gpt-4o_1_1_19,6.583333333333333,10,"3,7,8,6,7,6,8,5,7,5,7,10",4.583333333333333,7,"4,5,6,7,3,5,5,4,3,5,3,5",13.166666666666666,20,"7,14,15,16,12,13,17,8,13,11,12,20",4.583333333333333,7,"4,5,6,7,3,5,5,4,3,5,3,5",A2
AR_gpt-4o_1_1_2,3.7777777777777777,5,"3,4,4,4,3,2,5,4,5,3,4,2,4,3,5,5,5,3",3.111111111111111,5,"4,3,3,2,4,3,3,3,4,3,2,3,5,2,3,2,3,4",6.388888888888889,9,"7,7,6,5,7,4,8,6,9,5,5,4,9,4,9,6,8,6",3.111111111111111,5,"4,3,3,2,4,3,3,3,4,3,2,3,5,2,3,2,3,4",A1
