Document_ID,Essay,CEFR,word_count
AR-130-85294,"منذ دخلت وسائل التواصل الاجتماعي حياتنا غيرت مجرى أغلب الأمور، ولم يقتصر هذا التغيير على فئة معينة من المجتمع بل على جميع طبقاته وأصنافه ككل. بدأ انتشارها كوباء سريع لتصل في غضون أشهر إلى مستوى الضروريات بدلا من أن تكون من الرفاهيات. كان الهدف المبدئي منها وكما يوضح الاسم ""التواصل"" ولكن لم تقتصر هذه البرامج على ذلك لتصبح الآن وظيفة ومصدر دخل للعديد من الأسر، فمنهم من استخدمها للتجارة ومنهم من استخدمها للتسويق. بالنسبة إلى تأثير وسائل التواصل الاجتماعي على الفرد، فلذلك العديد من النواحي والمتغيرات. هناك من يمضي جل يومه على ما لا يفيد ليصل إلى درجة الإدمان وهناك من يستثمر وقته فيها في ما يعود على نفسه بنفع. قد تكون مواقع التواصل الاجتماعي وسيلة فعالة للتعلم في العديد من المجالات، كما أنها منصة تساعد في حل المشاكل إذ إن الأفراد يستطيعون مشاركة وتبادل الآراء والتجارب. في المقابل قد تكون هذه وسيلة لخلق المشاكل، فترى من جال له في نفسه ليفرق بين أصدقاء وعائلات أو يستخدمها للسرقة أو أي أعمال سيئة، فليس لهذا الباب حدود. عند تغلغل مواقع التواصل الاجتماعي إلى جميع أوصال المجتمع وانغماسه فيه تغير تكوينه بشكل كامل. لم تعد المجتمعات مترابطة بالشكل الذي كانت عليه من قبل، أصبح التزاور أمرا نادرا للعديدين، وأصبح التواصل وهميا من خلف الشاشات. ومن وجهة نظر أخرى، ساعدت مواقع التواصل الاجتماعي في جعل العالم مكانا أصغر حيث عملت على تقريب القارات والقلوب ليصبح من السهل التعرف على مختلف الثقافات والاستفادة منها. بشكل آخر، لقد تفكك المجتمع الداخلي وتخللته بعض الفجوات ليشكل مجتمعا أكبر عالميا مترابطا بخيوط دقيقة لا ترى.",C1,200
AR-130-85331,تشهد دولة الإمارات العربية المتحدة تطورا كبيرا من ناحية الحضارة، وذلك يعود لمؤسس هذه الدولة الرائدة الشيخ زايد بن سلطان رحمه الله وأسكنه فسيح جناته. فبقوة إصراره وعزيمته وأحلامه حول هذه الصحراء القاحلة الصفراء إلى جنة مزدهرة خضراء. كانت حضارة دولة الإمارات تعتمد على البساطة وقد تغير كل شيء فور اكتشاف حقول البترول التي ساهمت وبشكل كبير في تنمية الدولة بشكل اقتصادي وحضاري. فقد أصبحت دولة الإمارات العربية المتحدة دولة رائدة في شتى المجالات ولم تكتف بذلك بل سعت الدولة إلى طلب وتحقيق المستحيل وارتقت طموحاتها إلى أن تكون دائما الأفضل في جميع المجالات، مما أدى إلى نمو حضارتها وتطورها عن باقي الدول بعقود. وفي الخاتمة نوجه شكرا كبيرا لوالد هذه الدولة العظيمة الشيخ زايد بن سلطان - رحمه الله - ولحكام الإمارات السبع على جهودهم في تنمية وترقية هذه الدولة التي أصبحت علما يرفرف به كل إنسان على هذه الأرض ومصدر فخر للإنسانية.,B2,150
AR-130-85466,أينما ذهبت سترى الناس بيدهم أحد أخطر الأشياء في أيديهم: الهاتف المحمول. قد يبدو كشيء عادي ولكن ما في الهاتف يضر المجتمع والأفراد أيضا. للأسف يعتمد هذا الجيل على مواقع التواصل الاجتماعي، حيث يقومون بتقليد الموضات الحديثة السيئة والمحرمة التي تؤدي بالمجتمع إلي الفساد والتهور. كثرة استخدام الناس لهذه البرامج سببت التفكك الأسري والتوحد بسبب استخدام الفرد له لأكثر من ثماني ساعات. التوحد والانعزال الذي يغرق فيه المستخدم لا مفر منه، لأنه إذا استمر قد يصبح مريضا نفسيا وغير ناجح في حياته الاجتماعية. زادت هذه البرامج نسبة التنمر بين المراهقين مما أدى إلى الاكتئاب وبعد ذلك الانتحار. تقوم وسائل التواصل الاجتماعي بإعطاء الناس صورة خاطئة عن الحياة السعيدة، فتؤدي بالفرد إلى الاختباء وراء قناع ويتنكر، وتزيد الكراهية حين لا يحصل على ما حصل عليه غيره. قد تكون لها أضرار، ولكنها ساعدت العائلات في التواصل عند بعد المسافات، وتساعد الناس على معرفة عادات وتقاليد دول أخرى. كن ذكيا بما تفعله بوقتك، فالوقت كالسيف.,B1,150
AR-130-85828,التطور الحضاري في دولة الإمارات دولة الإمارات تتطور بشكل كبير كل عشر سنين وهي من أكثر الدول التي تطورت في العالم وتطور في أشياء مثل المستشفيات والمدارس والاهتمام بالنظافة والأمان، وهي توفر جميع الأشياء للناس التي من خارج الدولة وأيضا تطور في علم اللغات، مثلا من خمسة شهور طلع قرار تعليم اللغة الصينية في أغلب المدارس وهذا شيء جميل. والذي نلاحظه أن الفرق بين كل جيل فرق كبير والتطور كبير في الكلام والثقافة وأيضا في تفكيرهم وفي كل سنة الإمارات تتطور ولو في شيء واحد مثلا.,B1,100
AR-130-86032,وسائل التواصل الاجتماعي كلنا نعلم بأن في العصر الحالي مجتمعنا مهووس بوسائل التواصل الاجتماعي، ولكن هذا الهوس أصبح يهددنا كأفراد وكمجتمع، أصبحت تشمل حياتنا اليومية، تأخذ من وقتنا بالساعات، تشغلنا عن العالم الحقيقي. ولذلك اليوم سأتحدث عن وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع. أولا: سأتحدث عن إيجابيات وسائل التواصل الاجتماعي، لأن في النهاية وسائل التواصل الاجتماعي لها غرض لمساعدتنا في التعرف على دول أخرى، وتسنح لنا فرصة للتواصل مع أصدقائنا وعائلتنا بطريقة سهلة وسريعة، أيضا نستطيع أن نتعلم ونرى ما يحصل حولنا في العالم. وأخيرا: إنها طريقة ممتعة لتمضية وقت الفراغ، لكن مع ذلك تحولت هذه الوسائل إلى مشكلة في مجتمعنا سببت هوسا ومشاكل بيننا وبين مجتمعات أخرى، منها الفساد، ومشاكل بين أفراد المجتمع. أصبحت مضيعة للوقت من كثرة تمضية الوقت فيها، وأيضا سببت مشاكل نفسية وبدنية للأفراد، منها الكآبة والحزن والانعزال عن الآخرين، وبدنيا البقاء في مكان واحد لساعات عديدة وقلة النوم من كثرة استخدامها. بعد ما تحدثنا عن إيجابيات وسلبيات وسائل التواصل الاجتماعي، يجب أن نتوصل إلى حل يرضي الكل. أولا: يجب على كل فرد وضع منبه أو وقت محدد يسنح له باستخدام وسائل التواصل الاجتماعي، وبذلك يضع له حدا لاستخدام وسائل التواصل الاجتماعي. أيضا يستطيع أن يأخذ يوما أو يومين دون وسائل التواصل الاجتماعي ليساعده على تطهير ذهنه عنها. وأخيرا يضع لنفسه خطة لليوم ويقضيه مع أشخاص مقربين لتفادي استخدام وسائل التواصل الاجتماعي ويكون تواصله مع الأشخاص في العالم الحقيقي. في النهاية أود أن أقول أن وسائل التواصل الاجتماعي قد يكون تأثيرها إيجابيا أو سلبيا، فلا تفرط في استخدامها واستخدمها لغرض معين أو لوقت محدد حتى لا تتعرض للهوس، عش حياتك وركز على حياتك الحقيقية، وليست التي في وسائل التواصل الاجتماعي.,B2,250
AR-130-86741,التسامح من أهم الأشياء التي تجعل المجتمع متماسكا ويجعل الناس محترمين مع بعضهم البعض حتى إن كانوا من دول مختلفة تماما. فإن الإمارات العربية المتحدة أصبحت ترسخ محتوى التسامح في عقول الناس بطرق مثل مجيء البابا فرانسيس. وإن المرأة أصبحت من رموز التسامح وهي من الفئات التي ترسخ معنى التسامح عند المجتمع. فالإمارات تسير على مذهب الشيخ زايد - رحمه الله - في كل شيء عمله. فعلينا أن نتحدث عن مذاهب الشيخ زايد في التسامح في كل الأماكن التي يكثر فيها الناس مثل المطارات والشوارع المزدحمة والمراكز التجارية. وأيضا نقدر على أن نعلم طلاب المدارس عن التسامح لأنه من أهم الأشياء التي تساعد على ازدهار وتماسك المجتمع فكل شخص يحس بأن لديه مكانا في المجتمع وأن صوته سينسمع.,B1,100
AR-130-86817,وسائل التواصل الاجتماعي تنتشر الأخبار وكل جديد يحدث في كل مكان خلال ثوان عن طريق وسائل التواصل الاجتماعي المتنوعة وذلك يؤثر على الأفراد والمجتمعات والشعوب. وبما أن لكل شيء إيجابيات وسلبيات فذلك ينطبق على هذه الوسائل أيضا، لذلك يجب علينا أن نتعلم الطريقة الصحيحة لاستخدامها وكيفية عدم الوقوع في الخطأ. يمكن للفرد أن يستفيد من مواقع التواصل الاجتماعي بشكل كبير، فمثلا الطلاب يستخدمون برنامج (الواتساب) ليسهل التواصل في ما بينهم عند العمل بشكل مجموعات لمشاريع معينة، بالإضافة إلى وجود قنوات وصفحات تقوم بشرح المواد لجميع المراحل الدراسية. يمكن للفرد أيضا أن يستفيد من خبرات الناس المتوفرة على مواقع التواصل الاجتماعي، فقبل شراء منتج معين يمكن البحث عن أضراره وهل هو فعال أم لا؟. كل هذه الإيجابيات سيمتلكها الفرد الذي يستخدم مواقع التواصل الاجتماعي بحكمة ويأخذ ما يحتاج منها ويترك ما يضره، فهذا يساعد على نمو الفرد وكسب الكثير من المعلومات بطريقة سهلة وسريعة. بالنسبة إلى المجتمع فهو عنصر رئيسي لتحريك وسائل التواصل الاجتماعي. فأحيانا يكون نقل ثقافات المجتمع من خلال هذه البرامج مسليا ولطيفا يمكنك من الانتقال بين الشعوب بضغطة زر، وهذا يساعد في تنمية المجتمعات والتكافل الاجتماعي. في حين أن بعض المجتمعات لا تستخدم هذه الوسائل بطريقة صحيحة وتتعرض للخطر من مجتمعات أخرى وهذا ما يؤدي إلى تفكك المجتمعات بطرق غير متوقعة. تعتمد الكثير من الأمور على مواقع التواصل الاجتماعي، ولذلك تعتبر من أهم المؤثرات على عصرنا الحالي وعصورنا القادمة، فلنتعلم معا كيف نكون أشخاصا فعالين ونستفيد من بعضنا البعض باستخدام هذه الوسائل ليزدهر عالمنا الجميل.,B2,200
AR-130-87139,التواصل الاجتماعي له تأثيرات شديدة على المجتمع ومنها آثار سلبية وإيجابية عديدة. ولذلك يجب على الإنسان الحذر من المواقع التي تتلف العقل والتقرب من المواقع المفيدة والإيجابية.,A2,0
AR-130-87491,ما يميز عصرنا هذا هو انتشار وسائل التواصل الاجتماعي في المجتمع بشكل رهيب وأهميته عند المجتمع. هناك كثير من أنواع التواصل الاجتماعي وأشهرهم فيسبوك وإنستجرام وسنابتشات وتويتر. وسائل التواصل الاجتماعي مشهورة ومهمة عند المجتمع للعديد من الأسباب، منها أنها تساعد على التواصل مع الناس توصل لك الأخبار المهمة التي تجري حول العالم والمزيد. مثل كل شيء شاع في المجتمع وسائل التواصل الاجتماعي لديها إيجابياتها وسلبياتها. من إيجابيات التواصل الاجتماعي أنها تجعلك تتواصل مع أي شخص في أي وقت وفي أي دولة بسهولة وليست فقط تجعلك تتواصل مع أصدقائك بل بإمكانك أن تتعرف على أصدقاء جدد. وسائل التواصل الاجتماعي أيضا قد تمهد لك فرص عمل ومن خلالها تستطيع أن تتعلم وتدرس وأيضا تشتري. من سلبيات وسائل التواصل الاجتماعي أنها قد تؤدي إلى الانعزال، لأن كثرة استعمالها تبعد عقل الشخص عن الواقع وبهذا يصبح الشخص معتمدا على التواصل الاجتماعي في كل شيء. ومن أهم سلبيات التواصل الاجتماعي أنها قد تكون خطيرة جدا، من خلالها يستطيع شخص أن يهكر هذه الوسائل وهكذا يملك هذا الشخص كل المعلومات الخاصة بك: اسمك الكامل وعنوان منزلك وصورك الشخصية وبطاقة البنك. وسائل التواصل الاجتماعي قد تكون نافعة جدا للمجتمع والفرد ولكن يجب أن يكون استعمالها بدقة وحساب كي لا تضر. فأنصح الجميع أن لا ينشر معلوماته الخاصة ولا يكثر استعمالها وأحث على طلب العلم من خلالها ويتثقف ويزيد مهاراته.,B1,200
AR-130-87760,وسائل التواصل الاجتماعي انتشرت في الآونة الأخيرة من القرن الحادي والعشرين وباتت وسيلة لا يستغني عنها الملايين من الناس. السؤال المحير هو هل هذه الوسائل الاجتماعية نعمة أم نقمة؟ في الحقيقة هي سلاح ذو حدين وتعتمد طريقة استخدام الشخص لهذه الوسائل على النتائج التي سيتلقاها. فيستطيع مروج المخدرات أن ينشر الفساد والفتن في المجتمع من خلال إنشاء حساب خاص به في إحدى وسائل التواصل الاجتماعي، ويستطيع المحافظ على البيئة أن ينشر الوعي عن طرق صون البيئة والحفاظ عليها من خلال هذه الوسائل الاجتماعية أيضا. أصبحت الوسائل الاجتماعية جزءا من روتين كل شخص في يومنا الحالي فعند استيقاظه من النوم يبدأ بتصفح هذه الوسائل ليطمئن على حسابه ومتابعيه. تشكل هذه الوسائل خطورة كبيرة للأطفال أيضا، فأصبح الطفل ينشئ حسابه الخاص الذي ليس بالضرورة أن يكون مراقبا من قبل أحد والديه. لربما يكون الطفل مطلعا على الصفحات الخاطئة أو التي لا تناسب عمره. تعتبر هذه الوسائل سلاحا فتاكا في تدمير العوائل، فأصبح الأب يجلس طوال النهار على حاسوبه أو هاتفه الخاص والأم كذلك، يضيع الأطفال ويترعرعون بالأساليب الخاطئة على يد الخدم. علينا الانتباه لطريقة استخدام هذه الوسائل قبل أن تحدث أي أضرار أكبر.,C1,150
AR-130-88375,التواصل الاجتماعي وتأثيره على الفرد والمجتمع لكل غرض حدان، إما أن تستعمله بالطريقة الصحيحة فتقي نفسك من الشر أو تستعمله بالطريقة الخاطئة فتقع في المصائب. التواصل الاجتماعي يكون سببا في فساد المجتمع وانعدام الروابط الاجتماعية. يعد تأثير التواصل الاجتماعي على المجتمع كبيرا، فبه يستطيع أن يجعل العالم كقرية صغيرة، يستطيع الإنسان أن يتواصل مع من يشاء في وقت قصير، يستطيع أن يسمع بأخبار العالم بضغطة زر واحد. أما تأثيره على الفرد فهو يعتمد على الفرد، كيف يستعمله وبأي طريقة، إما أن يكون بالطريقة الصحيحة وهي أن يستعمله لمعرفة أخبار العالم الخارجي أو يتواصل به مع أصدقائه وعائلاته أو يدمر نفسه باستعماله في أشياء أخرى.,B1,100
AR-130-88399,جميعنا أو أغلبيتنا نمتلك هاتفا وعلى هذا الهاتف هناك الكثير من مواقع التواصل الاجتماعي. هذه المواقع قد تجمعنا مع أقاربنا أو أصدقائنا أو الكثير من الناس حول العالم، ولكنها قد تلوث أفكارنا وتزرع كره النفس. لكن يجب أن نتذكر أننا نحن الذين نمسك هذه الهواتف ونشعر بما نريد أن نشعر به. وسائل التواصل الاجتماعي أحيانا تزيد الوعي عن الكوارث التي تحدث حول العالم ولكنها أيضا تسبب الكوارث. يجب أن نحافظ على أمننا ولا نعطي الجميع معلومات عن حياتنا. لكي نصبح مجتمعا سليما علينا الحفاظ على أمانتنا وعلى أمانات الغير.,B1,50
AR-130-88780,كيف تتواصل مع أصدقائك وأقاربك؟ هل بكتابة رسالة ورقية وانتظار الرد عليها بعد أيام؟ هل لي أن أسألك أيضا كيف تحصل على الأخبار الجديدة؟ عن طريق قراءة الصحف كل صباح؟ بالطبع لا فكلانا نعرف الجواب الصحيح ألا وهو من خلال مواقع التواصل الاجتماعي، فقد أصبحت مواقع التواصل الاجتماعي هي الأكثر شيوعا في هذا العصر. ولكن كثرة المستخدمين لا تعني أنها ليس لها مساوئ، فمواقع التواصل الاجتماعي لها تأثير جيد وسيئ في الوقت نفسه.,B2,50
AR-130-89064,هل تعلم أن نسبة الأفراد الذين يستخدمون وسائل التواصل الاجتماعي بلغت ٨٥٪؟ إنه رقم كبير جدا! فإن وسائل التواصل الاجتماعي لها دور كبير وفعال في المجتمع. هناك إيجابيات وسلبيات لوسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع. أصبحت وسائل التواصل الاجتماعي أمرا مهما جدا لجميع الأفراد وهناك بعض من لا يستغنون عنها إطلاقا فيعتبرونها عنصرا مهما في حياتهم، حيث سهلت لنا الكثير من الأشياء. هناك إيجابيات لوسائل التواصل الاجتماعي، حيث تعزز علاقات الناس وتنشر المحبة والألفة والترابط بينهم. وبالإضافة وسائل التواصل الاجتماعي مصدر للرزق لبعض من الأفراد، فهناك الكثير من الحسابات عبر الإنستجرام والسنابتشات يعرضون فيها منتجاتهم مثل: الأكل والملابس والمستلزمات والكثير من الأشياء. بالإضافة هناك حسابات رسمية تعرض أخبار العالم فيدخل فيه الأفراد ويتصفحون منه. كما أن وسائل التواصل الاجتماعي لها تأثير قوي على المجتمع فقد تساهم في تسريع عملية شراء العقارات مثلا أو تساعد في نشر الإعلانات بطريقة سريعة وفعالة لشركات كبيرة. ومن ناحية أخرى هناك آثار سلبيات لوسائل التواصل الاجتماعي على الفرد وعلى المجتمع، فمثلا هناك بعض الحسابات الوهمية عبر الإنستجرام التي تطرح مواضيع غير لائقة للفرد مثل نشر بعض الصور أو الفيديوهات للاستهزاء ببعض من المشاهير بطريقة سخرية. وهذه الحسابات تشكل الكثير من المشاكل والحقد والكراهية بين أفراد المجتمع. في الخلاصة لا يمكننا أن نقول أن وسائل التواصل الاجتماعي أثرت بشكل سلبي أو إيجابي على الفرد والمجتمع فهناك أشياء سلبية وهناك أشياء إيجابية.,B2,200
AR-130-89381,على الرغم من انتشار مواقع التواصل الاجتماعي وشهرتها إلا إن لها تأثيرا كبيرا على الفرد والمجتمع. أولا لها تأثير إيجابي لمساهمتها في تسهيل التواصل بيننا وسرعة الحصول على الأخبار، ولها تأثير سلبي لأنها تؤدي إلى الإدمان، فنحن نقضي ساعات طويلة على أجهزتنا الذكية بدلا من الانشغال بالدراسة أو قضاء وقت ممتع مع العائلة أو الأصدقاء. كما أنها ومن وجهة نظري لم تزد حبنا للتعلم والاكتشاف فقط بل زادت من فضولنا وحبنا لمعرفة أحدث الأخبار. كما أنها قللت من رضا الشخص عن حياته فنحن نتتبع أخبار الآخرين وطريقة عيشهم ويومياتهم فتقل عندنا القناعة بما نملك. ومن تأثيراتها السلبية أيضا هي أننا لم نعد نتواصل مع الأصدقاء أو حتى العائلة كما كنا نفعل من قبل، فالتواصل مع وجود وسائل التواصل الاجتماعي لا يتعدى رسالة نصية أو اتصالا هاتفيا. على الرغم من سلبياتها الكثيرة إلا إنها كبقية الأشياء في حياتنا سلاح ذو حدين، إذا أحسنا استغلاله استفدنا منه وإن أسأنا استغلاله كان له تأثير كبير علينا وعلى مجتمعاتنا.,B2,150
AR-130-89391,"وسائل التواصل الاجتماعي سلاح ذو حدين، ربما تكون آثارها سلبية أو إيجابية، يعتمد ذلك على استخدام الفرد والمجتمع. من الآثار السلبية أن يصبح الشخص مدمنا على استخدام برامج التواصل الاجتماعي، مثال على ذلك أنه لا يستطيع أن يترك هاتفه لمدة خمس دقائق. هذا يشكل خطرا كبيرا على صحة الإنسان ربما يصيبه بقصر النظر ومشاكل في النوم. لا يمنع ذلك من وجود آثار إيجابية لاستخدام وسائل التواصل الاجتماعي فهي توفر جهدا كبيرا في بعض الأحيان. قبل وجودها كان يجب علينا أن نكتب رسائل يدوية وننتظر بالأشهر إلى أن تصل للشخص المقصود أو المرسل إليه، وأيضا ننتظر أشهر أخرى إلى أن يصل إلينا الرد. لكن اليوم مع وجود وسائل التواصل الحديثة نستطيع أن نرسل رسائل طويلة في دقائق معدودة ويصلنا الرد في أقل من دقيقتان. ونستطيع أن ندير شركات ومشاريع عن طريق تطبيقات مجانية مثل ""واتساب"" و ""إنستجرام""، وقد يكون تأثيرها على المجتمع تأثيرا إيجابيا قويا وينقذ حياة الكثيرين.",B2,150
AR-130-89415,لمواقع التواصل الاجتماعي أثر كبير في حياتنا، فهي أساس التطور. والمجتمع يتطور بتطورها.,Unassessable,0
AR-130-89587,"وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع تقدمت التكنولوجيا كثيرا في الأعوام السابقة، فأصبح أكثر الناس يتواصلون عبر وسائل التواصل وأصبح الناس يعتمدون على الوسائل الاجتماعية، فلا يمكن أن يمر يوما واحدا دون استخدامها من بعض الأشخاص. الوسائل الاجتماعية أثرت بشكل جيد وسيئ على المجتمع. وسائل التواصل الاجتماعي سهلت الكثير من الأمور في الحياة، فيمكننا أن نتواصل بشكل سريع مع الناس وأن نطمئن عليهم إذا حدث مشكلة ما. وأيضا أثرت الوسائل الاجتماعية على المشاريع بشكل جيد فإن الكثير من المشاريع ينشرون الدعايات عبر الوسائل الاجتماعية دون أن يدفعوا مبلغا غاليا. إن الوسائل الاجتماعية أثرت بشكل سلبي أيضا على المجتمع، فالكبار والمراهقون وأيضا الأطفال أصبحوا مدمنين بسبب كثرة استخدام وسائل التواصل الاجتماعي، فلا يمكنهم التخلي عن هواتفهم لساعات قليلة. أثرت التكنولوجيا على الأطفال كثيرا، فعندما تزور أحد أقاربك ترى أن جميع الأطفال يلعبون بالأيباد ولا يعرفون معنى الطفولة. وأيضا هناك الكثير من الألعاب المدمنة حاليا، منها ""فورتنايت"" و ""بابجي""، وليس فقط الصغار يلعبونها ولكن أصبح الكبار يلعبونها أيضا. إن الوسائل الاجتماعية أثرت على المجتمع بشكل جيد ولكن أثرت على المجتمع بشكل سلبي أكثر، ففي هذا الجيل لا يمكنك أن تخرج إلا لو كان هاتفك المحمول معك. يجب أن نتذكر أن التواصل الاجتماعي ليس كل شيء في الحياة.",B1,200
AR-130-89591,تعتبر وسائل التواصل الاجتماعي سلاحا ذا حدين، يختلف استخدام هذه المواقع من شخص إلى آخر. تستخدم هذه المواقع في مختلف الأشياء ومن قبل مختلف الأعمار. يتنوع تأثير مواقع التواصل الاجتماعي من فرد إلى آخر. تتنوع وسائل التواصل الاجتماعي وبرامجها، فمنها الاستخدامات الإيجابية ومنها الاستخدامات السلبية. يستفيد منها البعض والبعض الآخر ينخدع فيها. يستطيع الأشخاص الاستفادة من المعلومات الموجودة وتؤدي هذه المعلومات لتغذية العقل وتنميته، ولكن في الطرف الآخر قد تكون هذه المعلومات لا صحة لها. يمكن لبعض الأشخاص تقضية أوقاتهم في مواقع التواصل الاجتماعي وهذا في بعض الأحيان أمر غير جيد. من الممكن استغلال الكثير من الوقت في فعل أشياء أكثر فائدة مثل: قراءة بعض الكتب، الجلوس مع العائلة وعمل بعض الأعمال المنزلية. مسؤولية مواقع التواصل تقع على الفرد نفسه، يمكن للشخص أن يحدد إما أن يستفيد أو يقع في الخطأ.,B1,100
AR-130-89653,إن التواصل الاجتماعي من أهم عاداتنا اليومية حيث يستخدم المراهقون جميع مواقع التواصل يوميا للتواصل مع الزملاء حيث أصبحت المكالمات الهاتفية أقل أهمية لهذا الجيل. الوسائل الاجتماعية لها أهميتها وخطورتها حيث إنه المكان المركزي للنقد للأفراد والتشمت بالآخرين. لكن قد يستخدم الناس التواصل الاجتماعي لأسباب مختلفة مثل صفحة لتعليم اللغات المختلفة أو صفحات لعرض أشغالهم وأيضا لتشهير المنتجات لأعمالهم. قد يستخدم الطلاب التواصل الاجتماعي من طرف التعلم والبحث عن المساعدة في حل واجباتهم من برامج مختلفة وأيضا من الأصدقاء. استخدام التواصل الاجتماعي سهل على جميع أفراد المجتمع حيث هناك الكثير من المواقع للتواصل مع الأصدقاء وأيضا للتعرف على أصدقاء جدد. من البرامج التي توفر طرقا للتواصل هي السنابتشات، الإنستجرام وتويتر وأيضا الواتساب. استخدام التواصل الاجتماعي من أسرع الطرق للتواصل في هذا الزمن وأيضا من أسهل الطرق التي قد يتعلم الكل عليها من دون أي صعوبة تماما.,B1,100
AR-130-89674,هل يمكنكم العيش بدون برامج التواصل الاجتماعي؟ إنه من الصعب جدا، غير أنه يؤثر كثيرا على حياة الإنسان الاجتماعية والصحية. في الحياة الاجتماعية تأثيرها يفكك العائلة ويجعل جميع الناس متوحدين لا يحبون التكلم مع أحد. وإنه يؤثر بشكل غير طبيعي على المراهقين كما أنه يجعلهم غير قابلين على التكلم والتواصل مع الناس في الحياة الحقيقية. وفي الحياة الصحية فإن الأجهزة التي تستعمل لبرامج التواصل الاجتماعي تؤثر على جسم الإنسان وعقله وعيونه بسبب الإشعاعات التي تخرج منه، كما أنه يقلل أو يمنع بعض الخلايا من تأدية وظائفها، كما أنه يسبب السهر وسواد تحت العين وضعف النظر وسد الشهية. - السموحة أستاذ، وأنا أكتب مرتين وأنا على وشك النهاية انمسح النص كاملا فلا أقدر أن أكتب بعد.,B1,100
AR-130-89676,إن وسائل التواصل الاجتماعي أصبحت من أهم الأشياء لدى أي إنسان في حياته فتشعر بأنها أصبحت محورا مهما جدا. فهناك الكثير من الناس الذين يستعملون هذه الوسائل بطرق متعددة، فمنهم من يستعملها لكي ينشر للناس أهم أحداث حياته، وهناك من يستعملها لكي يتعرف إلى منظورات جديدة أو من يريد أن ينشر فكرة معينة. فإن وسائل التواصل الاجتماعي تؤثر على الفرد والمجتمع بطرق مختلفة. بدءا بالفرد فإن هذه الوسائل قد تأخذ من وقتك الكثير وتسلب تركيزك على الأمور الأهم في حياتك كالعمل أو الرياضة أو الدراسة وما إلى ذلك. وقد تتعلق بها كثيرا حيث إنك لن تعيش اللحظة وتكون أولوياتك هي توثيق هذه اللحظة للجميع وهنا تنعدم خصوصيتك كفرد في المجتمع. فيعرف الجميع إلى أين تذهب ومع من فتشعر بأن حياتك هي بأيدي الجميع. قد يتأثر الفرد من التعليقات السلبية التي تصل إليه ويبدأ بالتفكير بطريقة سلبية أو انتحارية للتخلص من هذه المشكلة. ولكن بالوجه الإيجابي، يستطيع الإنسان أن يتعرف على الكثير من الثقافات والدول من خلال وسائل التواصل الاجتماعي، فهذا ينمي فكره ويجعله إنسانا حضاريا مثقفا. قد يتأثر المجتمع من هذه الوسائل أيضا، حيث إن كان هناك أناس مشهورون في هذا المجال ويروجون إلى أفكار سلبية أو خاطئة، فيتأثر كل من يتابعهم من معجبين أو ما إلى ذلك. وقد تنتشر صور خاطئة بسهولة جدا على مواقع التواصل الاجتماعي عن ديننا - الإسلام - فيبدأ الجميع بالتعليق وبيان رأيهم في الكثير من المواضيع فيكون هناك فكرة سلبية عنه. وقد تنتشر أفكار كالمقالب ومثل هذه الأمور فينتشر إلى الأطفال فتحدث هناك فوضى عارمة للأهالي بسبب ما ينتشر في مواقع التواصل الاجتماعي. يمكن للإنسان أن يروج أعماله الفنية أو مهاراته عبر هذه الوسائل، فهذا يؤدي إلى بناء مجتمع باهر مثقف. فعلى الإنسان عدم تقليد كل ما يراه من أمور منتشرة ويجب عليه استخدام هذه الوسائل بطريقة تفيده ولا تضره أو تضر غيره من أناس. فهناك الكثير من الفئات العمرية التي تتأثر من هذه الأمور البسيطة فهذا سوف يؤثر على الفرد والمجتمع. ويجب عليك حسن اختيار ما تود نشره إلى الناس وتحافظ على خصوصيتك بأفضل صورة، ففي هذه الوسائل تنتشر الأخبار بسرعة بارقة.,B2,300
AR-130-89774,في الوقت الحاضر، يعتمد الإنسان على التكنولوجيا ووسائل التواصل الاجتماعي اعتمادا كبيرا ولكل شيء في حياتنا تأثير سلبي وإيجابي أيضا. فعلينا استخدام هذه الأمور بدقة وحذر لأننا يمكن أن نخطئ باستعمالها ونندم لاحقا. هناك من يستخدم هذه البرامج لمتابعة آخر الأخبار والعناوين وهناك من يستخدمها للتواصل مع الآخرين في كل أنحاء الأرض. لهذه البرامج أثر إيجابي كبير على المجتمع وتؤثر على القطاع التعليمي والطبي. يمكنك أن تجد أفضل المدارس والجامعات في العالم بدون إضاعة وقت أبدا، أفضل المنتجات الطبية والتجميلية، وأحدث الأجهزة للعلاج الطبي. تؤثر أيضا بشكل سلبي على المجتمع لأنها يمكن أن تشغل الفرد عن أداء مهامه وواجباته اليومية. تفيد الفرد أيضا في التواصل مع أهله وأصدقائه في أي وقت وأي زمن. في الختام إذا تعلم الإنسان استخدام وقته بشكل جيد فستفيده هذه الأمور كثيرا لأنها تساعد المجتمع على التطور والازدهار. على كل فرد مسؤولية في استخدام هذه الأمور ويجب أن نعلم الآخرين وننصحهم على أن يستفيدوا من هذه البرامج في الحياة بشكل عام ولا يهدروا وقتهم على أشياء قد تضرهم.,B2,150
